event_type,crowd_size,duration_hours,risk_level,impact_score
vehicle_breakdown,125,0.8974357556522917,Low,7.02
vehicle_breakdown,125,1.1409861651254627,Low,3.27
congestion,1055,1.712325352088385,Medium,12.77
construction,647,5.285439193853418,Low,9.93
vehicle_breakdown,74,1.1687004948206021,Low,7.24
construction,514,6.487036267160065,Medium,15.0
water_logging,507,3.558984840569236,Low,8.07
pot_holes,126,0.8758734525509543,Low,3.0
pot_holes,80,1.0830199221386778,Low,3.16
others,847,2.0367278699046283,Low,6.88
procession,7484,6.117073210869531,Medium,21.6
others,1262,1.6313487856791453,Low,6.89
vehicle_breakdown,89,0.8424998407126251,Low,6.93
others,773,1.908821675114486,Medium,10.68
vehicle_breakdown,99,1.0904976361006058,Low,7.19
others,848,1.7415970046835754,Low,6.59
vehicle_breakdown,98,0.8397569584540117,Low,6.94
vehicle_breakdown,103,1.0345149439038184,Low,7.14
construction,389,5.051449694708005,Medium,13.44
vehicle_breakdown,108,1.1679661728658286,Low,7.28
vehicle_breakdown,125,0.8195097851573732,Low,2.94
accident,842,1.7855406397658686,Medium,12.63
vehicle_breakdown,105,0.905839049380745,Low,7.01
vehicle_breakdown,71,0.9719766194458037,Low,7.04
vehicle_breakdown,78,0.8781322378995541,Low,6.96
vehicle_breakdown,123,1.0338326515699858,Low,7.16
vehicle_breakdown,78,1.1170880282845144,Low,7.2
road_conditions,706,1.975239914648098,Medium,10.68
vehicle_breakdown,87,0.9712416276790563,Low,7.06
vehicle_breakdown,84,1.1715452617141457,Low,7.26
accident,900,2.2392031311753384,Medium,13.14
vehicle_breakdown,79,0.9612745268675568,Low,7.04
others,1056,2.1053877679192228,Medium,11.16
vehicle_breakdown,122,0.8130422026810746,Low,6.94
vehicle_breakdown,84,0.8762568642219838,Low,2.96
vehicle_breakdown,125,1.1857009827740868,Low,3.31
vehicle_breakdown,129,0.8898275844307066,Low,7.02
tree_fall,721,1.6141628514951871,Low,6.34
vehicle_breakdown,74,1.1882585391343832,Low,3.26
vehicle_breakdown,83,0.9070055257493058,Low,6.99
vehicle_breakdown,87,1.1857701718280464,Low,7.27
vehicle_breakdown,93,1.1677337588565389,Low,7.26
pot_holes,95,0.8567452867311877,Low,6.95
vehicle_breakdown,82,0.8285077996727737,Low,2.91
vehicle_breakdown,112,0.8910842119527168,Low,3.0
vehicle_breakdown,96,1.0383272319527554,Low,7.13
vehicle_breakdown,92,1.1247278867047723,Low,7.22
vehicle_breakdown,89,1.1455291331787707,Low,3.23
vehicle_breakdown,84,0.8046266953409553,Low,2.89
congestion,1019,1.6556731385363594,Medium,12.67
vehicle_breakdown,97,0.8824865027576778,Low,2.98
vehicle_breakdown,91,0.8598902000467682,Low,6.95
vehicle_breakdown,104,0.985498420761612,Low,7.09
others,1038,2.1385640456073363,Low,7.18
vehicle_breakdown,71,1.0229597739978324,Low,7.09
vehicle_breakdown,80,1.0251190531091257,Medium,12.11
vehicle_breakdown,129,0.9206339217834486,Low,3.05
vehicle_breakdown,70,1.050551795459652,Low,7.12
vehicle_breakdown,123,1.0724716042461027,Low,3.2
vehicle_breakdown,105,0.8369200492988453,Low,6.94
vehicle_breakdown,129,0.8930745334847151,Low,7.02
accident,778,1.6841159579908735,Low,8.46
vehicle_breakdown,94,1.160743278195038,Low,7.25
vehicle_breakdown,98,1.057087662427288,Low,7.16
vehicle_breakdown,91,0.8914526110763855,Low,2.98
vehicle_breakdown,126,0.8384060883011069,Low,6.96
vehicle_breakdown,124,1.0040371396169299,Low,3.13
vehicle_breakdown,127,0.9665902237348335,Low,3.09
construction,357,7.111692062771409,Medium,15.47
pot_holes,127,1.1997624263356337,Low,3.33
vehicle_breakdown,125,1.114251379848296,Low,7.24
vehicle_breakdown,94,0.9473548440968913,Low,7.04
construction,592,5.926064055531974,Low,10.52
vehicle_breakdown,127,1.0661332102645322,Low,3.19
others,923,2.354451131984028,Medium,11.28
vehicle_breakdown,93,0.912114960216824,Low,3.01
vehicle_breakdown,90,1.1114158892801684,Low,7.2
vehicle_breakdown,87,1.063123189913074,Low,7.15
vehicle_breakdown,95,0.8669367569194634,Low,6.96
vehicle_breakdown,78,1.0537289038301147,Low,3.13
tree_fall,724,2.3813596103253154,Medium,11.11
vehicle_breakdown,70,0.9736851619756525,Low,7.04
vehicle_breakdown,92,1.114114003364358,Low,3.21
vehicle_breakdown,78,1.1574989597401115,Low,3.24
vehicle_breakdown,125,1.1087619195029217,Low,7.23
vehicle_breakdown,121,0.8391941914826337,Low,6.96
vehicle_breakdown,117,0.9897479821646168,Medium,12.11
vehicle_breakdown,74,1.1578807928523258,Low,7.23
vehicle_breakdown,85,1.172270914760993,Low,7.26
vehicle_breakdown,107,0.9191974478749887,Low,7.03
others,1194,1.7945695139739646,Medium,10.99
vehicle_breakdown,82,1.095672503639552,Low,7.18
construction,426,7.115707272201117,Medium,15.54
vehicle_breakdown,94,0.9754083678809959,Low,3.07
vehicle_breakdown,113,0.8720800917958209,Low,2.99
vehicle_breakdown,127,1.1698731035749474,Low,7.3
water_logging,855,4.737079573244964,Medium,13.59
vehicle_breakdown,121,1.0330723668080746,Low,7.15
vehicle_breakdown,119,1.1100039749044013,Low,3.23
road_conditions,1173,1.94964954014575,Low,7.12
accident,996,1.9380498461018125,Medium,12.93
vehicle_breakdown,109,0.9190412963689308,Low,3.03
others,1241,2.109073952087616,Low,7.35
vehicle_breakdown,77,0.8459348804602403,Low,6.92
congestion,1342,2.2534788900698954,Medium,13.6
vehicle_breakdown,97,1.1042043374335764,Low,7.2
vehicle_breakdown,81,1.143237155043607,Low,7.22
vehicle_breakdown,85,1.1080243763229793,Low,7.19
vehicle_breakdown,92,0.8175761897213312,Low,2.91
vehicle_breakdown,88,1.1991915542915217,Low,7.29
vehicle_breakdown,102,0.9035158360742623,Low,7.01
vehicle_breakdown,95,1.0277431132751267,Low,7.12
procession,8820,5.620913612234683,High,26.44
vehicle_breakdown,110,1.0372951156426709,Low,7.15
congestion,1473,1.8152953409810784,Medium,13.29
congestion,1498,2.3216452090794393,Medium,13.82
vehicle_breakdown,93,1.109506536211549,Low,7.2
vehicle_breakdown,126,1.1598773275444922,Low,3.29
vehicle_breakdown,109,1.0873195316226916,Low,7.2
vehicle_breakdown,71,0.8483145942261633,Low,6.92
vehicle_breakdown,70,1.0073018149843271,Low,7.08
vehicle_breakdown,124,0.9754346141732803,Low,3.1
vehicle_breakdown,89,0.9673409343052443,Low,3.06
vehicle_breakdown,96,1.0983927798415258,Low,7.19
construction,565,6.3303085217459945,Medium,15.9
construction,531,5.141202524633782,High,18.67
vehicle_breakdown,115,1.1427550449029842,Low,7.26
vehicle_breakdown,92,1.125319257906222,Low,7.22
vehicle_breakdown,109,1.1001441749922094,Low,7.21
vehicle_breakdown,77,1.025996817258201,Low,3.1
vehicle_breakdown,99,0.8843920371022597,Low,6.98
vehicle_breakdown,119,0.9127149458198297,Low,7.03
vehicle_breakdown,118,0.8293995894414767,Low,2.95
others,1269,2.1266847864036884,Medium,11.4
vehicle_breakdown,116,0.810819851781009,Low,6.93
vehicle_breakdown,100,0.8750180466224535,Low,6.98
vehicle_breakdown,85,0.8549617590042708,Low,6.94
vehicle_breakdown,84,0.976861256990274,Low,7.06
vehicle_breakdown,97,0.9494162632265255,Low,7.05
others,953,2.1762037888372494,Low,7.13
vehicle_breakdown,70,0.9410896979483099,Low,3.01
accident,1037,2.2249948242937547,Medium,13.26
accident,845,1.7557377230191853,Medium,12.6
vehicle_breakdown,85,0.9931366793144185,Low,7.08
vehicle_breakdown,89,0.8929113911061276,Low,6.98
construction,497,7.128240679412843,Medium,15.63
others,1142,1.604579466184675,Low,6.75
vehicle_breakdown,85,0.9771936668556473,Low,3.06
vehicle_breakdown,106,0.9435981414292518,Low,3.05
vehicle_breakdown,102,0.9559145992641506,Low,3.06
vehicle_breakdown,128,1.0131347327621882,Low,7.14
vehicle_breakdown,93,1.1998903584152871,Low,7.29
vehicle_breakdown,88,1.1344640947122533,Low,3.22
vehicle_breakdown,77,1.1641573078042924,Low,3.24
procession,7347,6.687981627521912,High,27.03
others,714,1.9053334238265258,Medium,10.62
vehicle_breakdown,100,1.0243804825794496,Low,3.12
road_conditions,765,2.366238391903905,Medium,11.13
others,1002,1.7506570844190805,Medium,10.75
pot_holes,116,1.0009752286915705,Low,7.12
vehicle_breakdown,116,0.9911078777330341,Low,7.11
vehicle_breakdown,75,1.1894760972800473,Low,7.26
vehicle_breakdown,76,0.9703652135231671,Low,7.05
tree_fall,754,1.9332936001346523,Low,6.69
vehicle_breakdown,105,0.811439471038346,Low,6.92
vehicle_breakdown,123,0.8901998134897174,Low,7.01
vehicle_breakdown,70,1.100058207128209,Low,7.17
vehicle_breakdown,103,1.1760281039326554,Low,3.28
vehicle_breakdown,71,1.0494918545388945,Low,7.12
vehicle_breakdown,101,1.148707363016186,Low,3.25
vehicle_breakdown,78,0.8868298043305084,Low,2.96
vehicle_breakdown,115,0.803730935631154,Low,6.92
vehicle_breakdown,93,0.8551896263579355,Low,6.95
vehicle_breakdown,109,1.149493471972584,Low,7.26
vehicle_breakdown,74,0.9306909281559298,Low,3.0
pot_holes,74,0.9093948360868265,Low,2.98
vehicle_breakdown,107,0.9366066501516002,Low,7.04
vehicle_breakdown,121,1.1441909514509634,Low,3.27
vehicle_breakdown,117,1.1673568272793067,Low,7.28
vehicle_breakdown,113,0.8091733883252186,Low,2.92
vehicle_breakdown,75,1.1786406523919446,Low,7.25
vehicle_breakdown,99,0.9119492097792313,Low,7.01
procession,8453,6.021983344617752,High,26.47
vehicle_breakdown,118,1.0501833111947656,Low,3.17
others,1086,1.607695895694891,Medium,10.69
vehicle_breakdown,117,0.8162394300934936,Low,6.93
tree_fall,1105,1.8977264190791474,Low,7.0
vehicle_breakdown,99,1.020095441988023,Low,3.12
vehicle_breakdown,106,0.8477745183850645,Low,6.95
others,1065,2.251266369015088,Medium,11.32
congestion,1070,1.7282212978639846,Medium,12.8
vehicle_breakdown,95,0.8754059057413708,Low,2.97
procession,6147,7.183934683010804,High,25.33
vehicle_breakdown,121,1.1341409258600883,Low,7.26
vehicle_breakdown,126,0.835500371266721,Low,6.96
vehicle_breakdown,71,0.8755742892326319,Medium,11.95
congestion,1122,1.919424014147722,Medium,13.04
vehicle_breakdown,107,0.8341265069688631,Low,6.94
accident,745,1.9587050200194305,Medium,12.7
congestion,1452,1.8668002657532023,Medium,13.32
vehicle_breakdown,76,0.8624256192716404,Low,2.94
vehicle_breakdown,88,1.0218266238072156,Low,7.11
vehicle_breakdown,70,0.9848812401473006,Low,7.05
vehicle_breakdown,103,1.076611617297116,Low,7.18
vehicle_breakdown,111,1.0897180029869376,Low,7.2
pot_holes,90,1.0902878536184242,Low,7.18
vehicle_breakdown,74,0.9490466576264311,Low,7.02
pot_holes,113,0.9709577280482642,Low,7.08
vehicle_breakdown,106,0.8874440565619613,Low,2.99
others,965,1.762412059604576,Medium,10.73
construction,561,5.273962984861646,Medium,13.83
tree_fall,1030,1.7086594839270033,Medium,10.74
construction,423,6.425048809858989,High,19.85
vehicle_breakdown,96,0.9042775285910422,Low,7.0
vehicle_breakdown,88,0.8574016555183246,Low,6.95
pot_holes,81,1.1566522886474175,Low,7.24
vehicle_breakdown,86,0.8283453793569765,Low,6.91
vehicle_breakdown,121,0.9122233275572452,Medium,12.03
vehicle_breakdown,95,1.138456143674023,Low,7.23
vehicle_breakdown,89,0.8584725682423897,Low,6.95
construction,548,6.539562472369882,Medium,15.09
vehicle_breakdown,87,0.8656755156806168,Low,6.95
vehicle_breakdown,127,1.1379521520715767,Low,3.26
vehicle_breakdown,89,1.0719864902763703,Low,7.16
vehicle_breakdown,91,1.1053680793769471,Low,3.2
tree_fall,805,2.2142542269495693,High,16.02
vehicle_breakdown,96,0.8109119885460454,Low,6.91
vehicle_breakdown,125,0.8860370361192244,Low,3.01
vehicle_breakdown,96,0.8824845272336527,Low,2.98
vehicle_breakdown,124,1.055870611625608,Low,3.18
others,910,2.1832042796171134,Medium,11.09
accident,963,2.3583023846905915,Medium,13.32
vehicle_breakdown,85,0.8323478278424623,Low,6.92
vehicle_breakdown,72,0.8341792927367578,Low,6.91
vehicle_breakdown,85,1.126738175099529,Low,7.21
vehicle_breakdown,79,1.131917000419238,Low,7.21
vehicle_breakdown,87,0.8913581480888992,Low,6.98
construction,412,5.262035203314801,Medium,13.67
others,1290,1.694256496233568,Medium,10.98
others,828,1.7483930053987105,Medium,10.58
tree_fall,1262,2.0362701257104066,Low,7.3
vehicle_breakdown,107,1.1429321386296094,Low,3.25
congestion,1250,1.6842767536188126,Medium,12.93
others,771,1.8546639245996495,Medium,10.63
vehicle_breakdown,70,1.1896453060412386,Low,7.26
road_conditions,766,1.9207442881422572,Low,6.69
pot_holes,114,0.8418516887773249,Low,6.96
pot_holes,111,0.8245220001063275,Low,6.94
pot_holes,84,1.1899763422716119,Low,7.27
vehicle_breakdown,75,0.855080987277186,Low,6.93
vehicle_breakdown,98,1.1221536438900201,Low,3.22
vehicle_breakdown,112,0.9259497238303009,Low,3.04
vehicle_breakdown,113,0.8091594381928514,Low,6.92
construction,610,5.8983701756031905,Low,10.51
construction,352,5.573372146049117,Medium,14.93
accident,664,1.9903627296825992,Low,8.65
congestion,1390,1.932255589533408,Medium,13.32
vehicle_breakdown,83,1.116830198781193,Low,3.2
vehicle_breakdown,119,0.8040687640489288,Low,6.92
construction,497,6.078804928224897,Medium,14.58
vehicle_breakdown,86,0.9035589670694174,Low,6.99
others,1027,1.6009778188490302,Medium,10.63
vehicle_breakdown,125,0.8364546868997236,Low,2.96
others,1035,1.7195040606381164,Medium,10.75
vehicle_breakdown,128,1.0901152471290065,Low,3.22
vehicle_breakdown,88,1.1732876025579428,Low,7.26
vehicle_breakdown,85,0.8767893583068527,Low,6.96
vehicle_breakdown,70,0.9597127146558616,Low,7.03
accident,899,1.667793553564583,Medium,12.57
vehicle_breakdown,114,1.1285128212545077,Low,7.24
vehicle_breakdown,127,0.8445820979790161,Low,6.97
vehicle_breakdown,88,0.9539233285864203,Low,7.04
vehicle_breakdown,123,1.0052955994835617,Low,3.13
vehicle_breakdown,114,0.936346282132348,Low,7.05
congestion,1131,2.172966197999827,Low,9.3
vehicle_breakdown,122,0.956731569079563,Low,7.08
construction,427,5.214621675619911,Low,9.64
vehicle_breakdown,126,1.0976297892155071,Low,7.22
vehicle_breakdown,95,1.1205546996464786,Low,7.22
vehicle_breakdown,108,0.8198687893552365,Low,6.93
construction,646,5.812910527632574,Medium,14.46
water_logging,578,4.208769251275799,Medium,12.79
water_logging,612,3.8504636977804814,Low,8.46
others,867,1.7147573486078196,Low,6.58
accident,808,2.3140539463817937,Medium,13.12
construction,630,6.976323874805659,Low,11.61
vehicle_breakdown,78,0.9398760471662904,Low,7.02
others,1043,1.6427686288045527,Medium,10.69
vehicle_breakdown,79,1.1513571903336957,Low,3.23
vehicle_breakdown,75,0.871519120150532,Low,6.95
vehicle_breakdown,117,0.9341772619593983,Low,7.05
vehicle_breakdown,119,0.9093078981053626,Low,7.03
accident,670,2.2566795275806255,Medium,12.93
vehicle_breakdown,122,1.0450009357468235,Low,3.17
accident,758,2.2458662356052614,Low,9.0
water_logging,723,4.653153764402333,Medium,13.38
vehicle_breakdown,117,1.1688480557015613,Low,7.29
vehicle_breakdown,73,0.8358862434836533,Low,6.91
accident,866,1.883862607413085,Medium,12.75
accident,568,2.0127868263003736,Medium,12.58
vehicle_breakdown,97,1.04167821891175,Low,7.14
vehicle_breakdown,96,1.0998002258973398,Low,3.2
vehicle_breakdown,95,1.1094241700107972,Low,7.2
vehicle_breakdown,113,1.1169646378329183,Low,7.23
vehicle_breakdown,115,1.1606392037858346,Low,7.28
vehicle_breakdown,95,1.1747161746215462,Low,7.27
others,1079,1.936721864175385,Medium,11.02
others,723,1.8077546871788128,Medium,10.53
public_event,4449,5.562994345592536,High,22.01
public_event,4948,4.728532006842418,High,21.68
public_event,3734,4.989279092528798,High,20.72
public_event,4740,4.613395596114504,High,21.35
vehicle_breakdown,117,1.019747878180399,Low,3.14
vehicle_breakdown,106,0.8164277282370458,Low,6.92
vehicle_breakdown,86,1.1553974253436339,Low,7.24
vehicle_breakdown,107,1.1434178826995047,Low,7.25
public_event,6181,4.97937038980591,High,23.16
vehicle_breakdown,126,1.0533910658907863,Low,7.18
others,1067,1.9533021468216405,Low,7.02
pot_holes,84,0.8767704189395874,Low,2.96
vehicle_breakdown,128,0.8350127747637293,Low,6.96
vehicle_breakdown,79,0.8834939883253949,Low,6.96
vehicle_breakdown,102,0.9530445938752781,Low,3.06
vehicle_breakdown,94,1.0156330584987159,Low,7.11
pot_holes,81,1.177090365091149,Low,7.26
vehicle_breakdown,84,0.8078012449407952,Low,6.89
vehicle_breakdown,75,1.0989108157540732,Low,7.17
accident,609,2.147407872550935,Medium,12.76
others,762,2.102266053958225,Low,6.86
vehicle_breakdown,77,0.9027856724661042,Low,2.98
vehicle_breakdown,70,0.8800975797727432,Low,6.95
vehicle_breakdown,79,1.077773998023881,Low,7.16
vehicle_breakdown,124,1.0938898393816996,Low,7.22
vehicle_breakdown,126,0.800664882647215,Low,6.93
others,1067,1.7440127260892528,Medium,10.81
vehicle_breakdown,88,0.8522872482807994,Low,2.94
vehicle_breakdown,114,0.8187218554551562,Low,6.93
vehicle_breakdown,113,1.0890370506662377,Low,3.2
vehicle_breakdown,88,1.1986192237667077,Low,7.29
vehicle_breakdown,105,0.9478934761045235,Low,7.05
public_event,4118,4.909544912340092,Medium,17.03
vehicle_breakdown,99,0.8010438110755944,Low,2.9
construction,629,5.428045174912804,Low,10.06
vehicle_breakdown,74,0.8578127921704823,Low,6.93
vehicle_breakdown,104,0.986804991917225,Low,7.09
public_event,4902,5.3590210401516645,Medium,18.26
vehicle_breakdown,124,0.8704042590680843,Low,2.99
construction,469,7.003469346361687,Low,11.47
vehicle_breakdown,77,0.8099770413781637,Low,6.89
vehicle_breakdown,127,0.8504891660916329,Low,2.98
vehicle_breakdown,104,1.1427941213075579,Low,3.25
accident,947,1.6306914865316748,Medium,12.58
vehicle_breakdown,86,0.9584526814796148,Low,3.04
vehicle_breakdown,122,1.1756391335113552,Low,8.3
vehicle_breakdown,89,1.0356718442112236,Low,7.12
vehicle_breakdown,117,1.1862658213388533,Low,7.3
water_logging,895,3.7437072276203622,Low,8.64
vehicle_breakdown,90,0.9087056988463923,Low,7.0
vehicle_breakdown,108,1.198297420120468,Low,3.31
vehicle_breakdown,71,1.072327781250247,Low,7.14
vehicle_breakdown,79,0.8595457803573066,Low,2.94
water_logging,515,3.392859384275892,Low,7.91
pot_holes,72,0.9211691705078173,Low,6.99
construction,390,6.489587642640664,Medium,14.88
vehicle_breakdown,126,0.8890982378743643,Low,7.02
vehicle_breakdown,87,1.0470143389509352,Low,3.13
vehicle_breakdown,77,0.9576732645952377,Low,3.03
vehicle_breakdown,122,1.1490299991635533,Low,7.27
congestion,1013,2.1541651522155716,Medium,13.17
pot_holes,116,0.9924963003282073,Medium,12.11
vehicle_breakdown,124,1.1481005899587151,Low,7.27
vehicle_breakdown,71,0.8912277234930913,Low,6.96
vehicle_breakdown,118,1.0245953098446992,Low,7.14
vehicle_breakdown,121,1.000637460167089,Low,3.12
pot_holes,124,1.03832517428755,Medium,12.16
vehicle_breakdown,74,0.8500673829373098,Low,6.92
vehicle_breakdown,102,1.0601413390269423,Low,7.16
vehicle_breakdown,80,0.9132181704945959,Low,6.99
accident,736,1.8713794585518988,Medium,12.61
vehicle_breakdown,72,0.8303970428390061,Low,6.9
congestion,1255,2.2049874086851387,Medium,13.46
vehicle_breakdown,124,1.033065494694661,Low,7.16
vehicle_breakdown,90,1.056330277384887,Low,3.15
public_event,5729,4.668782402836811,Critical,27.4
vehicle_breakdown,98,0.9385237472270143,Low,7.04
vehicle_breakdown,70,0.9489234334815315,Low,3.02
construction,363,5.389000353885189,Medium,14.75
vehicle_breakdown,125,1.0138401472720215,Low,3.14
vehicle_breakdown,76,0.8299729030365706,Low,6.91
pot_holes,106,1.084623935860281,Low,3.19
vehicle_breakdown,99,1.1294787817831369,Low,7.23
vehicle_breakdown,92,0.9868333365517714,Low,7.08
vehicle_breakdown,104,1.0617854276538679,Low,7.17
vehicle_breakdown,72,1.022182588059058,Low,7.09
vehicle_breakdown,70,0.8794586629069424,Low,2.95
construction,527,5.993879831114395,Low,10.52
pot_holes,118,1.0739439217135753,Low,3.19
vehicle_breakdown,74,1.0062882488889124,Low,7.08
vehicle_breakdown,85,0.9835050902588989,Low,7.07
others,1158,1.8613515953715425,Low,7.02
vehicle_breakdown,104,0.8043954144740733,Low,6.91
vehicle_breakdown,112,1.1492859657279313,Low,7.26
pot_holes,104,1.174714557789086,Low,3.28
water_logging,834,3.617042862808674,Medium,12.45
others,936,1.618514900275797,Low,6.55
vehicle_breakdown,120,1.1767382210847959,Low,7.3
vehicle_breakdown,85,0.976079512568125,Low,3.06
vehicle_breakdown,111,0.9184871758718056,Low,7.03
vehicle_breakdown,120,1.07171897430477,Low,7.19
vehicle_breakdown,84,0.9078227720344519,Low,6.99
vehicle_breakdown,105,0.9028735225365667,Low,3.01
vehicle_breakdown,80,0.8642881775745701,Low,6.94
vehicle_breakdown,82,1.1312914313410274,Low,3.21
vehicle_breakdown,105,1.1225229859736428,Low,7.23
vehicle_breakdown,90,0.9403806193815936,Medium,12.03
pot_holes,73,1.1836527608223577,Low,3.26
vehicle_breakdown,122,0.9264779253596382,Low,7.05
vehicle_breakdown,96,0.939322785468467,Low,7.04
congestion,1075,2.07003082517209,Medium,13.15
accident,987,1.7153095402734384,Medium,12.7
accident,911,2.254243929383267,Medium,13.17
vehicle_breakdown,92,0.8319644725675093,Low,2.92
construction,519,4.948760384927844,Medium,13.47
vehicle_breakdown,126,1.1893905395036735,Low,7.32
road_conditions,887,2.309311997511025,Low,7.2
water_logging,790,4.264757449216682,Medium,13.05
water_logging,575,4.019547250607052,Medium,12.59
vehicle_breakdown,94,1.1087055358940034,Low,7.2
vehicle_breakdown,80,0.9996644972273103,Low,7.08
vehicle_breakdown,94,0.8427929879996219,Low,6.94
pot_holes,101,1.0383338137697105,Low,3.14
vehicle_breakdown,100,1.1588047631815201,Low,3.26
vehicle_breakdown,104,0.9359517192911314,Medium,12.04
construction,490,5.508522828885585,Low,10.0
road_conditions,1250,1.7959747703341868,Low,7.05
road_conditions,1152,1.8198081799554193,Low,6.97
others,1080,1.8241219566786964,Low,6.9
vehicle_breakdown,112,0.9609807590431105,Low,7.07
vehicle_breakdown,84,0.847831780923397,Low,6.93
vehicle_breakdown,101,1.082110674547812,Low,7.18
vehicle_breakdown,120,1.1586594448515073,Low,7.28
vehicle_breakdown,90,0.8610239037780385,Low,6.95
vehicle_breakdown,123,1.129517634970604,Low,3.25
accident,928,1.6117765490581046,Low,8.54
vehicle_breakdown,118,0.9471794671433772,Low,8.07
road_conditions,706,1.8597745506186187,Low,6.57
vehicle_breakdown,113,1.035158205391902,Low,7.15
vehicle_breakdown,86,1.1743325015100892,Low,3.26
water_logging,528,3.7974418272457453,Medium,12.33
others,1286,1.92795037919557,Medium,11.21
others,872,2.0834030946067976,Medium,10.96
vehicle_breakdown,84,1.0392198033499962,Low,7.12
others,1108,2.030557410775052,Medium,11.14
vehicle_breakdown,84,1.10625086180502,Low,7.19
vehicle_breakdown,90,1.025349727139037,Low,7.12
others,809,2.3307274822338235,Medium,11.14
vehicle_breakdown,105,1.1065468561253624,Low,7.21
others,1051,1.8706812318396906,Low,6.92
vehicle_breakdown,110,0.9331849978309638,Low,3.04
vehicle_breakdown,106,0.8586165156127965,Low,6.96
congestion,873,2.3959052824031524,Medium,13.27
construction,418,6.354574292784106,Medium,14.77
test_demo,708,2.220026570088686,Low,6.93
vehicle_breakdown,103,1.0756482471725406,Low,3.18
vehicle_breakdown,128,1.0913500266192897,Low,7.22
vehicle_breakdown,110,1.1476526594692231,Low,7.26
vehicle_breakdown,122,1.013379789374084,Low,3.14
vehicle_breakdown,82,0.9578724695643199,Low,3.04
vehicle_breakdown,113,1.0148213709852716,Low,7.13
vehicle_breakdown,118,1.0056724820988214,Low,3.12
water_logging,631,4.690293569838782,Low,9.32
vehicle_breakdown,72,1.1544364015099353,Low,7.23
vehicle_breakdown,107,0.8434365894902651,Low,6.95
vehicle_breakdown,127,1.0156036826350472,Low,7.14
others,896,1.7317328764058924,Medium,10.63
vehicle_breakdown,117,0.8466697861620165,Low,6.96
vehicle_breakdown,106,0.8099194227966613,Low,6.92
vehicle_breakdown,120,1.0752665289092675,Low,7.2
vehicle_breakdown,79,1.141757132749055,Low,3.22
vehicle_breakdown,86,0.8933929399820576,Low,2.98
vehicle_breakdown,78,0.9431607516946052,Low,3.02
construction,518,6.109061026337543,Medium,14.63
vehicle_breakdown,71,0.9104116716775462,Low,6.98
vehicle_breakdown,79,0.9420152321684732,Low,3.02
vehicle_breakdown,98,1.0666096502158224,Low,7.16
vehicle_breakdown,100,1.1974796646123822,Low,7.3
construction,560,6.512589509984819,Medium,15.07
accident,891,1.6335357347717423,Low,8.52
water_logging,669,4.53963997511958,Medium,13.21
vehicle_breakdown,82,1.1419283068156143,Low,3.22
others,1100,1.828036045558578,Low,6.93
congestion,936,1.6514427288807703,Medium,12.59
others,1176,1.958331015111351,Medium,11.13
others,1084,2.337189291095389,Medium,11.42
accident,680,2.2295746288675535,Medium,12.91
vehicle_breakdown,81,0.9603367781231585,Low,7.04
water_logging,557,3.534012761860013,Medium,12.09
pot_holes,92,1.1035279144086991,Low,7.2
tree_fall,1260,1.8162812427459973,Low,7.08
vehicle_breakdown,126,1.0390147702536732,Low,7.17
pot_holes,86,0.813488633187361,Low,6.9
vehicle_breakdown,87,1.125712188020563,Low,3.21
procession,5101,6.174143898198123,Medium,19.28
vehicle_breakdown,117,1.0795130886966753,Low,7.2
vehicle_breakdown,90,0.9976153682742963,Low,7.09
pot_holes,75,0.9734785219411961,Low,3.05
vehicle_breakdown,100,1.1244114605227047,Low,7.22
vehicle_breakdown,91,1.0232708322987996,Low,7.11
vehicle_breakdown,102,0.8178139821845681,Low,2.92
vehicle_breakdown,90,1.1300651494255725,Low,3.22
construction,356,6.055887841114785,Medium,14.41
vehicle_breakdown,114,0.875235428321913,Low,6.99
congestion,915,2.277632971001143,Medium,14.19
others,810,2.0226689179352104,Low,6.83
vehicle_breakdown,71,1.0011651500335956,Low,7.07
others,1247,2.1865039346766175,Medium,12.43
vehicle_breakdown,119,1.177999338442354,Low,3.3
vehicle_breakdown,90,1.0984746190649126,Low,3.19
water_logging,820,3.5264285942951425,Medium,12.35
road_conditions,955,2.1405512532738897,Medium,11.1
vehicle_breakdown,75,1.0174724118063407,Low,7.09
vehicle_breakdown,101,0.9481659437686193,Low,7.05
vehicle_breakdown,77,1.1986412997963813,Low,7.28
vehicle_breakdown,128,1.13941957363159,Low,7.27
congestion,900,1.8062488472092577,Medium,12.71
tree_fall,1010,1.6379560956864472,Low,6.65
vehicle_breakdown,83,1.0649428657539353,Low,7.15
vehicle_breakdown,100,1.1470687198274512,Low,7.25
vehicle_breakdown,128,0.9731845453067409,Low,7.1
congestion,1534,1.942477576113736,High,18.48
vehicle_breakdown,79,1.0062281404780773,Low,7.09
accident,608,1.6379774430032144,Low,8.25
vehicle_breakdown,92,0.9544446858274921,Low,3.05
accident,725,2.2696888681624476,Low,8.99
vehicle_breakdown,110,0.8211911556961436,Low,2.93
vehicle_breakdown,100,0.8852832894751193,Low,2.99
vehicle_breakdown,73,0.8887733963166345,Low,7.96
vehicle_breakdown,94,0.9137931639524116,Low,7.01
vehicle_breakdown,98,0.8110026240785475,Low,2.91
protest,7270,8.33581917249824,Medium,25.61
congestion,1488,1.7726930726994479,Medium,13.26
